,status,value,date
8245,cases,3948.0,2020-03-31
8246,cases,3949.0,2020-03-31
8247,cases,3950.0,2020-03-31
8248,cases,3951.0,2020-03-31
8249,cases,3952.0,2020-03-31
8250,cases,3953.0,2020-03-31
8251,cases,3954.0,2020-03-31
8252,cases,3955.0,2020-03-31
8253,cases,3956.0,2020-03-31
8254,cases,3957.0,2020-03-31
8255,cases,3958.0,2020-03-31
8256,cases,3959.0,2020-03-31
8257,cases,3960.0,2020-03-31
8258,cases,3961.0,2020-03-31
8259,cases,3962.0,2020-03-31
8260,cases,3963.0,2020-03-31
8261,cases,3964.0,2020-03-31
8262,cases,3965.0,2020-03-31
8263,cases,3966.0,2020-03-31
8264,cases,3967.0,2020-03-31
8265,cases,3968.0,2020-03-31
8266,cases,3969.0,2020-03-31
8267,cases,3970.0,2020-03-31
8268,cases,3971.0,2020-03-31
8269,cases,3972.0,2020-03-31
8270,cases,3973.0,2020-03-31
8271,cases,3974.0,2020-03-31
8272,cases,3975.0,2020-03-31
8273,cases,3976.0,2020-03-31
8274,cases,3977.0,2020-03-31
8275,cases,3978.0,2020-03-31
8276,cases,3979.0,2020-03-31
8277,cases,3980.0,2020-03-31
8278,cases,3981.0,2020-03-31
8279,cases,3982.0,2020-03-31
8280,cases,3983.0,2020-03-31
8281,cases,3984.0,2020-03-31
8282,cases,3985.0,2020-03-31
8283,cases,3986.0,2020-03-31
8284,cases,3987.0,2020-03-31
8285,cases,3988.0,2020-03-31
8286,cases,3989.0,2020-03-31
8287,cases,3990.0,2020-03-31
8288,cases,3991.0,2020-03-31
8289,cases,3992.0,2020-03-31
8290,cases,3993.0,2020-03-31
8291,cases,3994.0,2020-03-31
8292,cases,3995.0,2020-03-31
8293,cases,3996.0,2020-03-31
8294,cases,3997.0,2020-03-31
8295,cases,3998.0,2020-03-31
8296,cases,3999.0,2020-03-31
8297,cases,4000.0,2020-03-31
8298,cases,4001.0,2020-03-31
8299,cases,4002.0,2020-03-31
8300,cases,4003.0,2020-03-31
8301,cases,4004.0,2020-03-31
8302,cases,4005.0,2020-03-31
8303,cases,4006.0,2020-03-31
8304,cases,4007.0,2020-03-31
8305,cases,4008.0,2020-03-31
8306,cases,4009.0,2020-03-31
8307,cases,4010.0,2020-03-31
8308,cases,4011.0,2020-03-31
8309,cases,4012.0,2020-03-31
8310,cases,4013.0,2020-03-31
8311,cases,4014.0,2020-03-31
8312,cases,4015.0,2020-03-31
8313,cases,4016.0,2020-03-31
8314,cases,4017.0,2020-03-31
8315,cases,4018.0,2020-03-31
8316,cases,4019.0,2020-03-31
8317,cases,4020.0,2020-03-31
8318,cases,4021.0,2020-03-31
8319,cases,4022.0,2020-03-31
8320,cases,4023.0,2020-03-31
8321,cases,4024.0,2020-03-31
8322,cases,4025.0,2020-03-31
8323,cases,4026.0,2020-03-31
8324,cases,4027.0,2020-03-31
8325,cases,4028.0,2020-03-31
8326,cases,4029.0,2020-03-31
8327,cases,4030.0,2020-03-31
8328,cases,4031.0,2020-03-31
8329,cases,4032.0,2020-03-31
8330,cases,4033.0,2020-03-31
8331,cases,4034.0,2020-03-31
8332,cases,4035.0,2020-03-31
8333,cases,4036.0,2020-03-31
8334,cases,4037.0,2020-03-31
8335,cases,4038.0,2020-03-31
8336,cases,4039.0,2020-03-31
8337,cases,4040.0,2020-03-31
8338,cases,4041.0,2020-03-31
8339,cases,4042.0,2020-03-31
8340,cases,4043.0,2020-03-31
8341,cases,4044.0,2020-03-31
8342,cases,4045.0,2020-03-31
8343,cases,4046.0,2020-03-31
8344,cases,4047.0,2020-03-31
8345,cases,4048.0,2020-03-31
8346,cases,4049.0,2020-03-31
8347,cases,4050.0,2020-03-31
8348,cases,4051.0,2020-03-31
8349,cases,4052.0,2020-03-31
8350,cases,4053.0,2020-03-31
8351,cases,4054.0,2020-03-31
8352,cases,4055.0,2020-03-31
8353,cases,4056.0,2020-03-31
8354,cases,4057.0,2020-03-31
8355,cases,4058.0,2020-03-31
8356,cases,4059.0,2020-03-31
8357,cases,4060.0,2020-03-31
8358,cases,4061.0,2020-03-31
8359,cases,4062.0,2020-03-31
8360,cases,4063.0,2020-03-31
8361,cases,4064.0,2020-03-31
8362,cases,4065.0,2020-03-31
8363,cases,4066.0,2020-03-31
8364,cases,4067.0,2020-03-31
8365,cases,4068.0,2020-03-31
8366,cases,4069.0,2020-03-31
8367,cases,4070.0,2020-03-31
8368,cases,4071.0,2020-03-31
8369,cases,4072.0,2020-03-31
8370,cases,4073.0,2020-03-31
8371,cases,4074.0,2020-03-31
8372,cases,4075.0,2020-03-31
8373,cases,4076.0,2020-03-31
8374,cases,4077.0,2020-03-31
8375,cases,4078.0,2020-03-31
8376,cases,4079.0,2020-03-31
8377,cases,4080.0,2020-03-31
8378,cases,4081.0,2020-03-31
8379,cases,4082.0,2020-03-31
8380,cases,4083.0,2020-03-31
8381,cases,4084.0,2020-03-31
8382,cases,4085.0,2020-03-31
8383,cases,4086.0,2020-03-31
8384,cases,4087.0,2020-03-31
8385,cases,4088.0,2020-03-31
8386,cases,4089.0,2020-03-31
8387,cases,4090.0,2020-03-31
8388,cases,4091.0,2020-03-31
8389,cases,4092.0,2020-03-31
8390,cases,4093.0,2020-03-31
8391,cases,4094.0,2020-03-31
8392,cases,4095.0,2020-03-31
8393,cases,4096.0,2020-03-31
8394,cases,4097.0,2020-03-31
8395,cases,4098.0,2020-03-31
8396,cases,4099.0,2020-03-31
8397,cases,4100.0,2020-03-31
8398,cases,4101.0,2020-03-31
8399,cases,4102.0,2020-03-31
8400,cases,4103.0,2020-03-31
8401,cases,4104.0,2020-03-31
8402,cases,4105.0,2020-03-31
8403,cases,4106.0,2020-03-31
8404,cases,4107.0,2020-03-31
8405,cases,4108.0,2020-03-31
8406,cases,4109.0,2020-03-31
8407,cases,4110.0,2020-03-31
8408,cases,4111.0,2020-03-31
8409,cases,4112.0,2020-03-31
8410,cases,4113.0,2020-03-31
8411,cases,4114.0,2020-03-31
8412,cases,4115.0,2020-03-31
8413,cases,4116.0,2020-03-31
8414,cases,4117.0,2020-03-31
8415,cases,4118.0,2020-03-31
8416,cases,4119.0,2020-03-31
8417,cases,4120.0,2020-03-31
8418,cases,4121.0,2020-03-31
8419,cases,4122.0,2020-03-31
8420,cases,4123.0,2020-03-31
8421,cases,4124.0,2020-03-31
8422,cases,4125.0,2020-03-31
8423,cases,4126.0,2020-03-31
8424,cases,4127.0,2020-03-31
8425,cases,4128.0,2020-03-31
8426,cases,4129.0,2020-03-31
8427,cases,4130.0,2020-03-31
8428,cases,4131.0,2020-03-31
8429,cases,4132.0,2020-03-31
8430,cases,4133.0,2020-03-31
8431,cases,4134.0,2020-03-31
8432,cases,4135.0,2020-03-31
8433,cases,4136.0,2020-03-31
8434,cases,4137.0,2020-03-31
8435,cases,4138.0,2020-03-31
8436,cases,4139.0,2020-03-31
8437,cases,4140.0,2020-03-31
8438,cases,4141.0,2020-03-31
8439,cases,4142.0,2020-03-31
8440,cases,4143.0,2020-03-31
8441,cases,4144.0,2020-03-31
8442,cases,4145.0,2020-03-31
8443,cases,4146.0,2020-03-31
8444,cases,4147.0,2020-03-31
8445,cases,4148.0,2020-03-31
8446,cases,4149.0,2020-03-31
8447,cases,4150.0,2020-03-31
8448,cases,4151.0,2020-03-31
8449,cases,4152.0,2020-03-31
8450,cases,4153.0,2020-03-31
8451,cases,4154.0,2020-03-31
8452,cases,4155.0,2020-03-31
8453,cases,4156.0,2020-03-31
8454,cases,4157.0,2020-03-31
8455,cases,4158.0,2020-03-31
8456,cases,4159.0,2020-03-31
8457,cases,4160.0,2020-03-31
8458,cases,4161.0,2020-03-31
8459,cases,4162.0,2020-03-31
8,deaths,1.0,2020-03-18
14,deaths,2.0,2020-03-21
15,deaths,3.0,2020-03-21
16,deaths,4.0,2020-03-21
28,deaths,5.0,2020-03-25
29,deaths,6.0,2020-03-25
37,deaths,7.0,2020-03-26
38,deaths,8.0,2020-03-26
43,deaths,9.0,2020-03-27
44,deaths,10.0,2020-03-27
45,deaths,11.0,2020-03-27
46,deaths,12.0,2020-03-27
47,deaths,13.0,2020-03-27
48,deaths,14.0,2020-03-27
49,deaths,15.0,2020-03-27
50,deaths,16.0,2020-03-27
51,deaths,17.0,2020-03-27
52,deaths,18.0,2020-03-27
55,deaths,19.0,2020-03-28
56,deaths,20.0,2020-03-28
57,deaths,21.0,2020-03-28
58,deaths,22.0,2020-03-28
67,deaths,23.0,2020-03-30
68,deaths,24.0,2020-03-30
69,deaths,25.0,2020-03-30
90,deaths,26.0,2020-03-31
91,deaths,27.0,2020-03-31
92,deaths,28.0,2020-03-31
93,deaths,29.0,2020-03-31
94,deaths,30.0,2020-03-31
95,deaths,31.0,2020-03-31
392,recovered,84.0,2020-03-31
393,recovered,84.0,2020-03-30
394,recovered,84.0,2020-03-29
395,recovered,29.0,2020-03-28
396,recovered,29.0,2020-03-27
397,recovered,1.0,2020-03-26
398,recovered,1.0,2020-03-25
399,recovered,1.0,2020-03-24
400,recovered,1.0,2020-03-23
401,recovered,1.0,2020-03-22
402,recovered,1.0,2020-03-21
403,recovered,1.0,2020-03-20
404,recovered,1.0,2020-03-19
405,recovered,1.0,2020-03-18
406,recovered,0.0,2020-03-17
407,recovered,0.0,2020-03-16
408,recovered,0.0,2020-03-15
409,recovered,0.0,2020-03-14
410,recovered,0.0,2020-03-13
411,recovered,0.0,2020-03-12
412,recovered,0.0,2020-03-11
413,recovered,0.0,2020-03-10
414,recovered,0.0,2020-03-09
415,recovered,0.0,2020-03-08
416,recovered,0.0,2020-03-07
417,recovered,0.0,2020-03-06
418,recovered,0.0,2020-03-05
419,recovered,0.0,2020-03-04
420,recovered,0.0,2020-03-03
421,recovered,0.0,2020-03-02
422,recovered,0.0,2020-03-01
423,recovered,0.0,2020-02-29
424,recovered,0.0,2020-02-28
425,recovered,0.0,2020-02-27
426,recovered,,2020-02-26
427,recovered,,2020-02-25
428,recovered,,2020-02-24
429,recovered,,2020-02-23
430,recovered,,2020-02-22
431,recovered,,2020-02-21
432,recovered,,2020-02-20
433,recovered,,2020-02-19
434,recovered,,2020-02-18
435,recovered,,2020-02-17
436,recovered,,2020-02-16
437,recovered,,2020-02-15
438,recovered,,2020-02-14
439,recovered,,2020-02-13
440,recovered,,2020-02-12
